,time,drink,amount
43570,28-12-2020 11:33,Vodka And Tonic,11
43571,27-12-2020 11:30,Dry Martini,8
43572,31-12-2020 14:58,Chocolate Drink,12
43573,31-12-2020 20:02,Pysch Vitamin Light,6.5
43574,30-12-2020 22:33,Imperial Cocktail,4.99
43575,31-12-2020 22:14,Shark Attack,6.5
43576,30-12-2020 02:29,Margarita,7.5
43577,26-12-2020 22:48,Ziemes Martini Apfelsaft,4
43578,29-12-2020 05:15,Casino,6.5
43579,25-12-2020 22:02,A. J.,11
43580,28-12-2020 06:31,Iced Coffee Fillip,5
43581,31-12-2020 00:22,Margarita,7.5
43582,29-12-2020 14:34,Mai Tai,11
43583,26-12-2020 18:13,Adam,3.5
43584,26-12-2020 19:26,Mudslinger,11
43585,30-12-2020 17:52,Port Wine Flip,5
43586,26-12-2020 23:57,Greyhound,4.99
43587,30-12-2020 12:41,Winter Rita,5.5
43588,30-12-2020 09:49,Limona Corona,4.2
43589,27-12-2020 22:21,Vodka And Tonic,11
43590,29-12-2020 13:26,Boston Sour,5
43591,29-12-2020 13:41,Allegheny,7.5
43592,27-12-2020 02:46,Victor,4.2
43593,29-12-2020 03:44,Hawaiian Cocktail,6.5
43594,27-12-2020 12:43,A. J.,11
43595,31-12-2020 12:17,Queen Charlotte,8
43596,30-12-2020 02:07,Chocolate Drink,12
43597,31-12-2020 14:16,Long Island Tea,8
43598,27-12-2020 09:18,Waikiki Beachcomber,5.5
43599,26-12-2020 14:12,Sidecar,11
43600,25-12-2020 23:35,Frozen Daiquiri,4.99
43601,28-12-2020 23:41,Tom Collins,5.5
43602,27-12-2020 02:24,Victory Collins,7.5
43603,26-12-2020 06:10,Jackhammer,3.5
43604,31-12-2020 19:52,Margarita,7.5
43605,27-12-2020 19:46,Lassi - Sweet,8
43606,28-12-2020 06:59,Chocolate Milk,5.15
43607,28-12-2020 09:33,Hawaiian Cocktail,6.5
43608,31-12-2020 13:33,Jewel Of The Nile,6.5
43609,31-12-2020 05:57,Veteran,8
43610,30-12-2020 10:46,Scotch Sour,7.5
43611,29-12-2020 06:36,Hawaiian Cocktail,6.5
43612,31-12-2020 23:16,Margarita,7.5
43613,31-12-2020 03:40,Old Fashioned,5.5
43614,26-12-2020 07:57,Hunter's Moon,3
43615,30-12-2020 19:42,Grim Reaper,4
43616,26-12-2020 05:16,Death in the Afternoon,4
43617,27-12-2020 12:49,Affinity,2.99
43618,28-12-2020 04:53,Rum Toddy,4.2
43619,27-12-2020 00:48,John Collins,6.5
43620,27-12-2020 11:33,Munich Mule,12
43621,26-12-2020 14:42,Vesuvio,3
43622,31-12-2020 05:23,Van Vleet,4.2
43623,27-12-2020 12:32,Jack Rose Cocktail,5.5
43624,30-12-2020 15:51,The Philosopher,5.15
43625,29-12-2020 01:45,Bora Bora,2.99
43626,27-12-2020 23:32,Creme de Menthe,3.5
43627,28-12-2020 09:26,Pysch Vitamin Light,6.5
43628,25-12-2020 21:12,Hawaiian Cocktail,6.5
43629,26-12-2020 12:43,Sweet Tooth,2.99
43630,30-12-2020 08:10,Russian Spring Punch,7.5
43631,31-12-2020 22:55,Lone Tree Cooler,5.5
43632,28-12-2020 23:08,Owen's Grandmother's Revenge,8
43633,27-12-2020 07:25,Oreo Mudslide,8
43634,29-12-2020 23:11,Margarita,7.5
43635,29-12-2020 19:23,Honey Bee,3
43636,26-12-2020 02:46,Tom Collins,5.5
43637,30-12-2020 20:26,Fruit Shake,5.5
43638,29-12-2020 14:34,Grass Skirt,2.99
43639,27-12-2020 05:19,Imperial Cocktail,4.99
43640,28-12-2020 00:20,Chocolate Drink,12
43641,28-12-2020 04:54,Artillery,3.5
43642,27-12-2020 16:33,The Jimmy Conway,6.5
43643,28-12-2020 09:16,Valencia Cocktail,5.5
43644,27-12-2020 15:42,Chocolate Drink,12
43645,29-12-2020 20:21,Hemingway Special,3.5
43646,31-12-2020 07:24,Radioactive Long Island Iced Tea,7.5
43647,29-12-2020 08:51,Long Island Tea,8
43648,31-12-2020 02:27,John Collins,6.5
43649,28-12-2020 09:22,Margarita,7.5
43650,29-12-2020 05:37,Lemon Drop,2.99
43651,29-12-2020 09:29,Imperial Cocktail,4.99
43652,27-12-2020 06:43,Long Island Tea,8
43653,29-12-2020 19:58,Queen Charlotte,8
43654,31-12-2020 03:13,Bob Marley,4
43655,28-12-2020 19:16,Bramble,4.2
43656,25-12-2020 19:32,Imperial Cocktail,4.99
43657,30-12-2020 19:13,Manhattan,4.2
43658,28-12-2020 12:11,Holloween Punch,4.2
43659,26-12-2020 07:23,Hawaiian Cocktail,6.5
43660,30-12-2020 00:03,White Lady,6.5
43661,31-12-2020 14:53,Whitecap Margarita,4.99
43662,31-12-2020 03:11,Hawaiian Cocktail,6.5
43663,25-12-2020 20:55,Hawaiian Cocktail,6.5
43664,25-12-2020 20:52,Kool-Aid Slammer,3
43665,26-12-2020 10:55,Jack's Vanilla Coke,6.5
43666,29-12-2020 15:35,Jelly Bean,3
43667,29-12-2020 22:10,Long Island Tea,8
43668,31-12-2020 07:35,Long Island Tea,8
43669,26-12-2020 18:42,Manhattan,4.2
43670,29-12-2020 02:38,Artillery,3.5
43671,27-12-2020 16:25,Orgasm,5.15
43672,30-12-2020 23:59,Gimlet,4.2
43673,27-12-2020 17:15,White Lady,6.5
43674,29-12-2020 11:53,Imperial Cocktail,4.99
43675,27-12-2020 01:34,Van Vleet,4.2
43676,27-12-2020 01:49,Rusty Nail,4
43677,27-12-2020 06:41,Afternoon,3
43678,27-12-2020 08:24,Hawaiian Cocktail,6.5
43679,28-12-2020 09:49,Sweet Tooth,2.99
43680,30-12-2020 12:27,Long Island Tea,8
43681,28-12-2020 20:57,Pink Panty Pulldowns,2.99
43682,27-12-2020 02:46,John Collins,6.5
43683,27-12-2020 00:48,Horse's Neck,7.5
43684,25-12-2020 23:04,Casino Royale,11
43685,27-12-2020 03:04,City Slicker,4
43686,30-12-2020 11:46,Vesuvio,3
43687,26-12-2020 06:02,Port Wine Flip,5
43688,28-12-2020 16:50,Bubble Gum,3
43689,26-12-2020 10:19,Mudslinger,11
43690,25-12-2020 16:03,Danbooka,4.99
43691,27-12-2020 01:26,Imperial Cocktail,4.99
43692,28-12-2020 03:40,Hawaiian Cocktail,6.5
43693,30-12-2020 22:12,Sea breeze,8
43694,27-12-2020 14:28,Margarita,7.5
43695,26-12-2020 16:50,Manhattan,4.2
43696,25-12-2020 19:00,Grass Skirt,2.99
43697,31-12-2020 02:51,Cuba Libre,4.2
43698,31-12-2020 09:38,After sex,7.5
43699,30-12-2020 05:00,Margarita,7.5
43700,27-12-2020 06:40,Godfather,6.5
43701,28-12-2020 16:59,Long Island Tea,8
43702,28-12-2020 22:47,Manhattan,4.2
43703,28-12-2020 11:39,Iced Coffee Fillip,5
43704,28-12-2020 12:56,Lone Tree Cooler,5.5
43705,30-12-2020 02:27,Rum Sour,5.5
43706,27-12-2020 11:12,Frisco Sour,4
43707,31-12-2020 00:15,Rum Cooler,4.99
43708,29-12-2020 14:40,Sea breeze,8
43709,26-12-2020 12:46,Mulled Wine,11
43710,29-12-2020 23:44,Long Island Tea,8
43711,30-12-2020 07:02,Coffee Liqueur,5.5
43712,28-12-2020 00:26,Margarita,7.5
43713,29-12-2020 16:43,Thai Coffee,5.5
43714,31-12-2020 13:44,Fahrenheit 5000,2.99
43715,29-12-2020 23:20,Manhattan,4.2
43716,25-12-2020 18:04,Sol Y Sombra,5.15
43717,28-12-2020 10:52,Horse's Neck,7.5
43718,30-12-2020 17:54,Mother's Milk,5
43719,26-12-2020 00:44,Van Vleet,4.2
43720,26-12-2020 22:39,Sangria,3.5
43721,30-12-2020 22:39,Zizi Coin-coin,5
43722,31-12-2020 00:58,Victor,4.2
43723,31-12-2020 21:23,Gin Tonic,6.5
43724,31-12-2020 06:03,Frosé,2.99
43725,28-12-2020 14:16,Ziemes Martini Apfelsaft,4
43726,29-12-2020 08:21,Gin Rickey,4
43727,26-12-2020 04:59,Caipirinha,3.5
43728,29-12-2020 20:13,Gin Rickey,4
43729,26-12-2020 04:58,Victory Collins,7.5
43730,27-12-2020 02:21,Imperial Cocktail,4.99
43731,31-12-2020 07:53,Turf Cocktail,12
43732,25-12-2020 20:13,City Slicker,4
43733,31-12-2020 00:41,Horse's Neck,7.5
43734,27-12-2020 03:40,The Philosopher,5.15
43735,26-12-2020 02:39,Radioactive Long Island Iced Tea,7.5
43736,28-12-2020 04:04,Imperial Cocktail,4.99
43737,25-12-2020 17:46,Dirty Nipple,3.5
43738,26-12-2020 16:49,Shot-gun,7.5
43739,29-12-2020 11:05,Rum Punch,3.5
43740,31-12-2020 21:45,Boston Sour,5
43741,26-12-2020 10:38,B-53,5.15
43742,27-12-2020 14:34,Snowball,11
43743,29-12-2020 10:07,Clover Club,4.99
43744,28-12-2020 15:57,French Negroni,2.99
43745,28-12-2020 14:04,Margarita,7.5
43746,30-12-2020 13:09,Gin Rickey,4
43747,29-12-2020 19:30,Long Island Tea,8
43748,29-12-2020 05:47,Mango Mojito,7.5
43749,25-12-2020 17:23,Godfather,6.5
43750,25-12-2020 17:18,Citrus Coke,5.15
43751,26-12-2020 21:55,Long Island Tea,8
43752,30-12-2020 06:47,Orange Crush,5.5
43753,30-12-2020 00:35,Caipirinha,3.5
43754,26-12-2020 17:14,Imperial Cocktail,4.99
43755,29-12-2020 22:17,Snowball,11
43756,29-12-2020 10:08,Affinity,2.99
43757,31-12-2020 12:39,Margarita,7.5
43758,27-12-2020 07:23,Irish Coffee,7.5
43759,27-12-2020 03:51,Honey Bee,3
43760,28-12-2020 09:25,Imperial Cocktail,4.99
43761,31-12-2020 18:42,Old Fashioned,5.5
43762,31-12-2020 19:18,Munich Mule,12
43763,29-12-2020 05:45,Kurant Tea,3
43764,30-12-2020 13:59,Apello,3.5
43765,27-12-2020 16:27,Casino,6.5
43766,26-12-2020 02:24,Ipamena,2.99
43767,31-12-2020 00:39,Dry Rob Roy,5.5
43768,31-12-2020 21:35,Death in the Afternoon,4
43769,26-12-2020 09:31,Quentin,3.5
43770,26-12-2020 12:16,Grim Reaper,4
43771,29-12-2020 15:27,Radioactive Long Island Iced Tea,7.5
43772,31-12-2020 08:59,Imperial Cocktail,4.99
43773,30-12-2020 23:19,Long Island Tea,8
43774,28-12-2020 13:49,Imperial Cocktail,4.99
43775,31-12-2020 11:43,Radioactive Long Island Iced Tea,7.5
43776,28-12-2020 12:44,Flying Dutchman,6.5
43777,30-12-2020 14:27,Zimadori Zinger,12
43778,29-12-2020 17:36,Egg Cream,4.99
43779,29-12-2020 12:56,GG,12
43780,26-12-2020 10:29,Hemingway Special,3.5
43781,27-12-2020 22:43,Bijou,4
43782,25-12-2020 19:12,Hawaiian Cocktail,6.5
43783,28-12-2020 08:30,Rum Cooler,4.99
43784,31-12-2020 11:46,Hawaiian Cocktail,6.5
43785,26-12-2020 22:09,Vodka And Tonic,11
43786,29-12-2020 20:59,Mango Mojito,7.5
43787,28-12-2020 16:03,Sangria,3.5
43788,25-12-2020 22:29,Coffee Liqueur,5.5
43789,30-12-2020 02:40,After sex,7.5
43790,31-12-2020 16:24,Pink Panty Pulldowns,2.99
43791,31-12-2020 17:16,Jackhammer,3.5
43792,28-12-2020 09:41,Egg Cream,4.99
43793,30-12-2020 23:52,Imperial Cocktail,4.99
43794,29-12-2020 06:33,After sex,7.5
43795,31-12-2020 14:43,Ipamena,2.99
43796,27-12-2020 14:49,Figgy Thyme,3
43797,29-12-2020 06:26,Irish Spring,5.15
43798,25-12-2020 16:47,Egg Cream,4.99
43799,25-12-2020 22:29,Rum Cooler,4.99
43800,31-12-2020 02:45,Pysch Vitamin Light,6.5
43801,30-12-2020 11:07,Radioactive Long Island Iced Tea,7.5
43802,29-12-2020 11:29,Thai Coffee,5.5
43803,31-12-2020 15:13,Long Island Tea,8
43804,31-12-2020 06:56,Margarita,7.5
43805,30-12-2020 22:33,Sea breeze,8
43806,25-12-2020 23:12,Flaming Lamborghini,3
43807,26-12-2020 01:50,Queen Charlotte,8
43808,29-12-2020 11:53,Imperial Cocktail,4.99
43809,26-12-2020 06:50,Imperial Cocktail,4.99
43810,26-12-2020 13:28,Jewel Of The Nile,6.5
43811,29-12-2020 07:03,Imperial Cocktail,4.99
43812,29-12-2020 16:16,Lone Tree Cooler,5.5
43813,27-12-2020 23:24,Bora Bora,2.99
43814,30-12-2020 21:56,Imperial Cocktail,4.99
43815,29-12-2020 15:54,Old Fashioned,5.5
43816,30-12-2020 22:08,Flying Dutchman,6.5
43817,27-12-2020 06:54,Fruit Cooler,8
43818,26-12-2020 12:50,Lone Tree Cooler,5.5
43819,26-12-2020 21:15,Lemon Shot,7.5
43820,30-12-2020 21:19,Afternoon,3
43821,28-12-2020 08:14,Pink Panty Pulldowns,2.99
43822,28-12-2020 05:06,Mojito Extra,3.5
43823,28-12-2020 01:48,Winter Rita,5.5
43824,26-12-2020 03:39,Margarita,7.5
43825,29-12-2020 06:13,Hawaiian Cocktail,6.5
43826,28-12-2020 23:07,Victory Collins,7.5
43827,27-12-2020 16:46,Waikiki Beachcomber,5.5
43828,29-12-2020 22:07,Long Island Tea,8
43829,30-12-2020 14:11,Waikiki Beachcomber,5.5
43830,29-12-2020 14:19,Long Island Tea,8
43831,30-12-2020 23:07,Thai Coffee,5.5
43832,26-12-2020 22:34,Margarita,7.5
43833,30-12-2020 14:59,Hawaiian Cocktail,6.5
43834,26-12-2020 13:02,Hawaiian Cocktail,6.5
43835,28-12-2020 04:18,Old Fashioned,5.5
43836,30-12-2020 13:27,Margarita,7.5
43837,29-12-2020 21:44,Talos Coffee,5.15
43838,29-12-2020 00:18,B-53,5.15
43839,30-12-2020 00:51,Big Red,8
43840,31-12-2020 17:57,Hawaiian Cocktail,6.5
43841,27-12-2020 16:06,Grass Skirt,2.99
43842,26-12-2020 00:18,Gin Tonic,6.5
43843,26-12-2020 16:18,Victor,4.2
43844,26-12-2020 09:34,Cream Soda,5.15
43845,27-12-2020 02:19,Jackhammer,3.5
43846,31-12-2020 11:06,Figgy Thyme,3
43847,26-12-2020 20:11,Yellow Bird,8
43848,27-12-2020 21:44,Zippy's Revenge,5
43849,28-12-2020 08:07,Kiwi Papaya Smoothie,5.15
43850,26-12-2020 23:11,Godfather,6.5
43851,29-12-2020 21:41,Greyhound,4.99
43852,29-12-2020 16:56,Cream Soda,5.15
43853,30-12-2020 00:05,Iced Coffee Fillip,5
43854,31-12-2020 19:22,Halloween Punch,8
43855,28-12-2020 15:07,Manhattan,4.2
43856,30-12-2020 08:14,Talos Coffee,5.15
43857,29-12-2020 07:20,Japanese Fizz,4
43858,30-12-2020 20:25,A. J.,11
43859,29-12-2020 19:39,Hemingway Special,3.5
43860,31-12-2020 15:03,Rum Cooler,4.99
43861,30-12-2020 07:53,Godfather,6.5
43862,28-12-2020 15:21,Caipirinha,3.5
43863,31-12-2020 20:12,Russian Spring Punch,7.5
43864,30-12-2020 05:31,Irish Curdling Cow,2.99
43865,29-12-2020 09:08,Hawaiian Cocktail,6.5
43866,29-12-2020 14:09,Big Red,8
43867,29-12-2020 23:18,Scooter,12
43868,28-12-2020 12:31,Creme de Menthe,3.5
43869,28-12-2020 01:41,Broadside,5.5
43870,29-12-2020 16:35,Bob Marley,4
43871,27-12-2020 19:53,Hawaiian Cocktail,6.5
43872,29-12-2020 22:02,Casino,6.5
43873,26-12-2020 15:58,Funk and Soul,5.15
43874,29-12-2020 17:23,Lone Tree Cooler,5.5
43875,28-12-2020 01:41,Nuked Hot Chocolate,12
43876,26-12-2020 17:00,Vodka Martini,4.2
43877,26-12-2020 01:37,Vesuvio,3
43878,30-12-2020 04:15,Victory Collins,7.5
43879,25-12-2020 18:25,Horse's Neck,7.5
43880,28-12-2020 12:35,Margarita,7.5
43881,27-12-2020 05:05,Rusty Nail,4
43882,25-12-2020 18:24,Shot-gun,7.5
43883,30-12-2020 10:42,Kurant Tea,3
43884,30-12-2020 08:21,Long Island Iced Tea,3
43885,27-12-2020 11:24,The Jimmy Conway,6.5
43886,29-12-2020 19:36,Greyhound,4.99
43887,26-12-2020 13:57,Espresso Martini,11
43888,25-12-2020 17:33,Dirty Nipple,3.5
43889,27-12-2020 20:21,Coffee Liqueur,5.5
43890,28-12-2020 01:29,Egg Nog - Healthy,11
43891,30-12-2020 06:37,Rum Punch,3.5
43892,28-12-2020 23:30,Bijou,4
43893,28-12-2020 11:37,Monkey Gland,11
43894,29-12-2020 01:11,Zorbatini,4.2
43895,28-12-2020 19:29,Kurant Tea,3
43896,29-12-2020 19:32,Flaming Lamborghini,3
43897,29-12-2020 02:43,Iced Coffee Fillip,5
43898,28-12-2020 21:48,Mint Julep,8
43899,27-12-2020 03:52,Hawaiian Cocktail,6.5
43900,28-12-2020 08:21,Fahrenheit 5000,2.99
43901,26-12-2020 21:07,Vesuvio,3
43902,31-12-2020 11:15,Casino,6.5
43903,29-12-2020 00:06,Imperial Cocktail,4.99
43904,30-12-2020 04:52,Quentin,3.5
43905,28-12-2020 03:27,Veteran,8
43906,28-12-2020 05:26,Van Vleet,4.2
43907,29-12-2020 16:24,Cream Soda,5.15
43908,26-12-2020 14:08,Danbooka,4.99
43909,30-12-2020 10:53,Casino,6.5
43910,29-12-2020 15:51,Lord And Lady,8
43911,25-12-2020 21:24,Royal Gin Fizz,7.5
43912,28-12-2020 01:26,Tom Collins,5.5
43913,27-12-2020 07:31,Tuxedo Cocktail,12
43914,31-12-2020 13:13,Yoghurt Cooler,3.5
43915,30-12-2020 01:41,Dark Caipirinha,2.99
43916,28-12-2020 20:03,Hemingway Special,3.5
43917,30-12-2020 09:13,Bellini,2.99
43918,29-12-2020 17:11,Long Island Tea,8
43919,28-12-2020 16:34,Cream Soda,5.15
43920,28-12-2020 00:38,Manhattan,4.2
43921,30-12-2020 17:14,Limona Corona,4.2
43922,30-12-2020 22:56,Dark Caipirinha,2.99
43923,30-12-2020 06:38,Winter Rita,5.5
43924,31-12-2020 21:27,Margarita,7.5
43925,26-12-2020 23:37,Irish Spring,5.15
43926,27-12-2020 06:11,Afternoon,3
43927,28-12-2020 12:53,Whitecap Margarita,4.99
43928,29-12-2020 02:16,Sol Y Sombra,5.15
43929,31-12-2020 03:20,Imperial Cocktail,4.99
43930,30-12-2020 07:46,Rusty Nail,4
43931,29-12-2020 10:03,Boston Sour,5
43932,31-12-2020 09:52,Valencia Cocktail,5.5
43933,31-12-2020 02:42,Casino Royale,11
43934,28-12-2020 03:04,Sweet Sangria,4
43935,25-12-2020 19:37,Van Vleet,4.2
43936,31-12-2020 13:01,Margarita,7.5
43937,25-12-2020 20:53,Mulled Wine,11
43938,31-12-2020 23:27,Honey Bee,3
43939,26-12-2020 18:57,Long Island Tea,8
43940,25-12-2020 18:40,Bloody Mary,5.5
43941,25-12-2020 23:40,Margarita,7.5
43942,29-12-2020 13:20,Long Island Tea,8
43943,26-12-2020 15:19,Margarita,7.5
43944,27-12-2020 17:17,Daiquiri,11
43945,31-12-2020 16:10,Hawaiian Cocktail,6.5
43946,28-12-2020 17:34,Sidecar,11
43947,26-12-2020 18:06,Negroni,2.99
43948,31-12-2020 03:59,Imperial Cocktail,4.99
43949,28-12-2020 04:44,Tequila Sour,5.15
43950,28-12-2020 03:49,Thai Coffee,5.5
43951,25-12-2020 22:54,Imperial Cocktail,4.99
43952,30-12-2020 01:59,Manhattan,4.2
43953,31-12-2020 10:18,Mojito,5.5
43954,31-12-2020 11:02,Danbooka,4.99
43955,28-12-2020 19:55,Kurant Tea,3
43956,30-12-2020 16:48,Margarita,7.5
43957,29-12-2020 04:59,Imperial Cocktail,4.99
43958,26-12-2020 06:21,Affinity,2.99
43959,27-12-2020 10:26,Vampiro,11
43960,30-12-2020 20:04,Mulled Wine,11
43961,26-12-2020 14:47,Hawaiian Cocktail,6.5
43962,25-12-2020 22:59,Godchild,7.5
43963,31-12-2020 01:52,Grizzly Bear,12
43964,27-12-2020 22:41,Zizi Coin-coin,5
43965,30-12-2020 09:33,Hawaiian Cocktail,6.5
43966,29-12-2020 10:17,Paradise,4.2
43967,29-12-2020 01:47,Imperial Cocktail,4.99
43968,29-12-2020 02:12,Sangria,3.5
43969,31-12-2020 03:00,Flaming Lamborghini,3
43970,25-12-2020 17:20,Yoghurt Cooler,3.5
43971,31-12-2020 06:42,Margarita,7.5
43972,26-12-2020 17:45,Turf Cocktail,12
43973,25-12-2020 21:49,Mai Tai,11
43974,26-12-2020 21:14,Imperial Cocktail,4.99
43975,31-12-2020 22:51,Sea breeze,8
43976,28-12-2020 23:34,Egg Nog - Healthy,11
43977,30-12-2020 03:59,Pysch Vitamin Light,6.5
43978,27-12-2020 09:58,Mulled Wine,11
43979,29-12-2020 20:01,Dry Rob Roy,5.5
43980,25-12-2020 17:01,Flying Scotchman,12
43981,27-12-2020 21:55,Mocha-Berry,8
43982,30-12-2020 08:50,Fruit Shake,5.5
43983,31-12-2020 19:58,Grizzly Bear,12
43984,26-12-2020 08:04,Godfather,6.5
43985,28-12-2020 20:02,Orgasm,5.15
43986,31-12-2020 17:05,Dirty Martini,2.99
43987,30-12-2020 09:58,Lassi Raita,6.5
43988,28-12-2020 07:11,Margarita,7.5
43989,26-12-2020 06:48,Long Island Tea,8
43990,31-12-2020 11:56,Hawaiian Cocktail,6.5
43991,29-12-2020 03:40,Dry Martini,8
43992,31-12-2020 22:51,Imperial Cocktail,4.99
43993,31-12-2020 14:52,Gin Tonic,6.5
43994,28-12-2020 07:20,Rum Cooler,4.99
43995,29-12-2020 07:53,John Collins,6.5
43996,28-12-2020 13:39,Ziemes Martini Apfelsaft,4
43997,29-12-2020 06:17,Queen Charlotte,8
43998,25-12-2020 19:47,Jackhammer,3.5
43999,28-12-2020 01:15,Long Island Tea,8
44000,30-12-2020 06:48,B-53,5.15
44001,28-12-2020 16:43,Mother's Milk,5
44002,28-12-2020 02:40,Irish Coffee,7.5
44003,30-12-2020 23:42,Jitterbug,4
44004,31-12-2020 04:17,Frisco Sour,4
44005,26-12-2020 00:27,Limona Corona,4.2
44006,31-12-2020 01:03,Hawaiian Cocktail,6.5
44007,27-12-2020 07:54,Kurant Tea,3
44008,26-12-2020 21:40,Bora Bora,2.99
44009,27-12-2020 23:24,Tom Collins,5.5
44010,29-12-2020 03:38,Sweet Tooth,2.99
44011,27-12-2020 21:18,Godfather,6.5
44012,31-12-2020 09:24,Texas Rattlesnake,3.5
44013,28-12-2020 08:35,Clover Club,4.99
44014,26-12-2020 19:20,Orange Crush,5.5
44015,27-12-2020 13:35,Victor,4.2
44016,30-12-2020 03:22,Kurant Tea,3
44017,29-12-2020 13:42,Yoghurt Cooler,3.5
44018,30-12-2020 17:31,Imperial Cocktail,4.99
44019,30-12-2020 02:18,Margarita,7.5
44020,31-12-2020 16:41,Broadside,5.5
44021,29-12-2020 00:24,Sidecar,11
44022,29-12-2020 17:45,Grim Reaper,4
44023,27-12-2020 09:22,Pysch Vitamin Light,6.5
44024,30-12-2020 11:12,Egg Nog - Healthy,11
44025,30-12-2020 16:30,Sweet Sangria,4
44026,31-12-2020 11:14,B-53,5.15
44027,26-12-2020 13:00,Hawaiian Cocktail,6.5
44028,31-12-2020 07:17,Imperial Cocktail,4.99
44029,25-12-2020 22:28,Imperial Cocktail,4.99
44030,30-12-2020 19:04,Nuked Hot Chocolate,12
44031,28-12-2020 05:17,Bellini,2.99
44032,31-12-2020 19:30,Margarita,7.5
44033,29-12-2020 08:54,After sex,7.5
44034,29-12-2020 12:32,Margarita,7.5
44035,30-12-2020 06:45,Clover Club,4.99
44036,27-12-2020 06:50,Frosé,2.99
44037,28-12-2020 09:08,Mai Tai,11
44038,27-12-2020 17:02,Clover Club,4.99
44039,27-12-2020 02:52,Pink Panty Pulldowns,2.99
44040,30-12-2020 00:23,Winter Rita,5.5
44041,29-12-2020 18:20,Valencia Cocktail,5.5
44042,31-12-2020 13:38,Sweet Tooth,2.99
44043,31-12-2020 23:07,Imperial Cocktail,4.99
44044,28-12-2020 21:07,Chocolate Milk,5.15
44045,25-12-2020 19:09,Vampiro,11
44046,25-12-2020 22:05,Waikiki Beachcomber,5.5
44047,26-12-2020 15:30,Margarita,7.5
44048,30-12-2020 18:01,City Slicker,4
44049,27-12-2020 12:59,Paradise,4.2
44050,27-12-2020 00:33,Sea breeze,8
44051,29-12-2020 22:27,Bubble Gum,3
44052,31-12-2020 18:15,Figgy Thyme,3
44053,28-12-2020 14:02,Orange Push-up,12
44054,29-12-2020 15:30,Imperial Cocktail,4.99
44055,25-12-2020 18:11,Gin Fizz,2.99
44056,26-12-2020 11:59,H.D.,7.5
44057,27-12-2020 09:53,Hawaiian Cocktail,6.5
44058,29-12-2020 13:16,Imperial Cocktail,4.99
44059,27-12-2020 18:44,Orgasm,5.15
44060,25-12-2020 16:59,Kiwi Papaya Smoothie,5.15
44061,28-12-2020 01:30,Paradise,4.2
44062,26-12-2020 23:12,Gin Tonic,6.5
44063,27-12-2020 09:27,Mojito,5.5
44064,30-12-2020 07:17,Affinity,2.99
44065,28-12-2020 18:03,Frisco Sour,4
44066,29-12-2020 17:07,Figgy Thyme,3
44067,26-12-2020 20:34,Hawaiian Cocktail,6.5
44068,28-12-2020 05:48,Margarita,7.5
44069,30-12-2020 00:51,Jelly Bean,3
44070,27-12-2020 18:59,Imperial Cocktail,4.99
44071,25-12-2020 16:01,Margarita,7.5
44072,31-12-2020 13:20,Bijou,4
44073,29-12-2020 04:46,Imperial Cocktail,4.99
44074,28-12-2020 17:51,Ace,12
44075,31-12-2020 23:44,Royal Gin Fizz,7.5
44076,31-12-2020 03:14,Margarita,7.5
44077,29-12-2020 19:39,Margarita,7.5
44078,27-12-2020 02:46,Ipamena,2.99
44079,29-12-2020 01:38,After sex,7.5
44080,25-12-2020 20:24,Long Island Iced Tea,3
44081,26-12-2020 18:20,Clover Club,4.99
44082,29-12-2020 08:55,Queen Charlotte,8
44083,27-12-2020 15:07,Danbooka,4.99
44084,31-12-2020 07:47,Whitecap Margarita,4.99
44085,27-12-2020 18:25,Thai Iced Coffee,4.2
44086,31-12-2020 16:13,Dark Caipirinha,2.99
44087,27-12-2020 02:41,Irish Spring,5.15
44088,27-12-2020 22:20,Scooter,12
44089,31-12-2020 16:56,Grass Skirt,2.99
44090,31-12-2020 02:09,Irish Curdling Cow,2.99
44091,30-12-2020 20:16,Casino,6.5
44092,31-12-2020 15:35,Grand Blue,11
44093,26-12-2020 13:20,Vampiro,11
44094,30-12-2020 18:57,Gin Tonic,6.5
44095,25-12-2020 19:17,H.D.,7.5
44096,25-12-2020 20:12,Rum Toddy,4.2
44097,30-12-2020 09:44,Manhattan,4.2
44098,26-12-2020 08:21,Pure Passion,2.99
44099,27-12-2020 08:53,Fahrenheit 5000,2.99
44100,28-12-2020 19:51,Cuba Libre,4.2
44101,30-12-2020 09:54,Tequila Sour,5.15
44102,31-12-2020 13:21,Old Fashioned,5.5
44103,28-12-2020 12:18,Imperial Cocktail,4.99
44104,31-12-2020 23:18,Margarita,7.5
44105,31-12-2020 13:33,After sex,7.5
44106,28-12-2020 09:45,Margarita,7.5
44107,27-12-2020 08:30,Cream Soda,5.15
44108,27-12-2020 20:09,Mint Julep,8
44109,28-12-2020 01:40,Mango Mojito,7.5
44110,26-12-2020 22:43,Manhattan,4.2
44111,26-12-2020 23:16,Sea breeze,8
44112,28-12-2020 11:43,Imperial Cocktail,4.99
44113,29-12-2020 01:23,Creme de Menthe,3.5
44114,28-12-2020 03:38,Mocha-Berry,8
44115,30-12-2020 21:48,Manhattan,4.2
44116,28-12-2020 19:37,Tequila Sour,5.15
44117,25-12-2020 20:52,Long Island Tea,8
44118,30-12-2020 01:58,Rusty Nail,4
44119,27-12-2020 20:35,After sex,7.5
